Brand,Product,Gender,Product_Type,Price,Sold,Available,Revenue_Potential,Demand_Score,Price_Category,Market_Segment,Sales_Performance,Brand_Popularity,Country,Inventory_Status,Stock_Turnover,Revenue_Rank
Juicy Couture,VIVA LA JUICY by JUICY COUTURE Eau De PARFUM SPRAY 1 OZ / 30mL,Women,Parfum,18.95,34.0,10.0,644.3,29.484999999999996,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Maison Alhambra,Maison Alhambra Ladies La Vita Bella Intensa EDP 3.4 oz Fragrances 6291108735954,Women,EDP,18.79,22.0,3.0,413.38,21.037,Budget,Mass Market,Medium Seller,Medium,United States,Low Stock,Fast,Others
Hanae Mori,Hanae Mori HiM Men’s Eau de Toilette 10 Sprays 1.2ml Each *NEW* *FREE SHIPPING*,Men,Eau De Toilette,15.39,1.0,5.0,15.39,5.317,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Yves Saint Laurent,Parisienne by Yves Saint Laurent EDP for Women 3 oz / 90 ml *NEW IN SEALED BOX*,Women,EDP,67.49,38.0,10.0,2564.62,46.846999999999994,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Paris Hilton,Paris Hilton Heiress For Women 3.4 Oz Eau De Parfum Spray,Women,Parfum,28.0,78.0,10.0,2184.0,62.99999999999999,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Fast,Others
Givenchy,Givenchy Irresistible Eau De Parfume 2.7 Oz. 80ML Spray for Women NEW IN BOX,Women,Parfum,55.63,57.0,10.0,3170.9100000000003,56.589,Mid-Range,Premium,Medium Seller,Medium,Hong Kong,Medium Stock,Fast,Others
Paco Rabanne,Paco Rabanne 1 One Million Lucky Eau De Toilette 6.8 oz / 200 ml For Men,Men,Eau De Toilette,135.0,4.0,8.0,540.0,43.3,Luxury,Luxury,Low Seller,High,United States,Medium Stock,Slow,Others
Yves de Sistelle,Thallium Anonymous by Yves de Sistelle Cologne Men EDT 3.3 / 3.4 oz New In Box,Men,EDT,18.84,674.0,47.0,12698.16,477.45199999999994,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Emporio Armani,Emporio Armani Stronger With You Oud Eau de Parfum for Men 3.4 Oz / 100ml,Men,Parfum,84.99,7.0,3.0,594.93,30.396999999999995,Luxury,Luxury,Low Seller,Low,Hong Kong,Low Stock,Slow,Others
Penhaligon's,Vintage Penhaligon's London Sartorial EDT 10ML Sprayer,Men,EDT,55.0,1.0,4.0,55.0,17.2,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
Bvlgari,New Perfume Omnia Amethyste EDT Bvlgari Eau De Toilette Spray 2.2 oz for Women,Women,EDT,34.87,27.0,10.0,941.4899999999999,29.360999999999997,Mid-Range,Premium,Medium Seller,Medium,China,Medium Stock,Moderate,Others
Ralph Lauren,"Polo Red by Ralph Lauren Men's 6.7oz EDT - Vibrant Scent, Sealed New",Men,EDT,44.49,4.0,5.0,177.96,16.147,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Versace,Versace Bright Crystal 3oz Women's EDT Spray New,Women,EDT,33.0,36.0,6.0,1188.0,35.1,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Fast,Others
Gianni Versace,VERSACE L' HOMME edt 3.3 / 3.4 oz Cologne for Men New in Box,Men,EDT,25.43,1925.0,116.0,48952.75,1355.129,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Jessica Simpson,Fancy by Jessica Simpson 3.4 oz EDP Perfume for Women New In Box,Women,EDP,26.14,2724.0,10.0,71205.36,1914.642,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 10%
Hollister,SOCAL by HOLLISTER SO CAL 1.7 oz 50ml EAU DE COLOGNE SPRAY MEN NEW 🌺SEALED,Men,Cologne,26.75,5.0,7.0,133.75,11.525,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Dossier,Dossier Musky Oakmoss Eau de Parfum. Size: 50ml / 1.7oz,Men,Parfum,29.0,19.0,0.0,551.0,22.0,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Fast,Others
Dolce & Gabbana,"Light Blue Summer Vibes by Dolce & Gabbana, 3.3 oz EDT Spray for Women",Women,EDT,52.39,145.0,10.0,7596.55,117.217,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Vince Camuto,"Vince Camuto Illuminare Eau De Parfum Spray, 3.4 Fl Oz Open Box",Women,Parfum,19.99,177.0,10.0,3538.2299999999996,129.897,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Yves Saint Laurent,Y by Yves Saint Laurent YSL 3.3 / 3.4 oz EDP Cologne for Men New In Box,Men,EDP,92.56,2293.0,0.0,212240.08000000002,1632.868,Luxury,Luxury,High Seller,High,United States,Low Stock,Fast,Top 10%
Valentino,Valentino Uomo Born In Roma 3.4 oz. Eau de Toilette Spray for Men New in Box,Men,Eau De Toilette,89.97,295.0,10.0,26541.15,233.49099999999999,Luxury,Luxury,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Lancôme,"Lancome La Vie Est Belle Little Luxuries Set Parfum,Lotion,Gloss,Blush $55 Value",Women,Parfum,15.0,7.0,10.0,105.0,9.399999999999999,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
Victoria's Secret,VICTORIA'S SECRET SCANDALOUS EAU DE PARFUM SPRAY 1.7 OZ **NEW SEALED BOX**,Women,Parfum,29.95,46.0,10.0,1377.7,41.184999999999995,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
As Show,YSL Yves Saint Laurent Y Eau de Perfume Spray Cologne For Men 3.3 oz 100ML,Men,Cologne,39.99,10.0,8.0,399.90000000000003,18.997,Mid-Range,Premium,Low Seller,Medium,Hong Kong,Medium Stock,Slow,Others
Gucci,GUCCI GUILTY ELIXIR DE PARFUM POUR HOMME 0.05 oz (3 Carded Spray Vials for MEN),Men,Parfum,15.99,196.0,0.0,3134.04,141.99699999999999,Budget,Mass Market,High Seller,Medium,United States,Low Stock,Fast,Others
Chloe,CHLOE Perfume Eau De Parfum EDP Splash Mini 0.16oz 5 ml NEW with Box,Women,EDP,12.99,36.0,15.0,467.64,29.096999999999998,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Gucci,Gucci Guilty 1.7 oz EDT Perfume for Women New in Box,Women,EDT,64.58,275.0,0.0,17759.5,211.874,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 25%
Dior,Christian Dior Sauvage Men's EDP 3.4 oz Fragrance Spray,Men,EDP,84.99,116.0,10.0,9858.84,106.69699999999999,Luxury,Luxury,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Unbranded,100ML Marc Jacobs Daisy by Marc Jacobs 3.4 oz EDT Perfume for Women New In Box,Women,EDT,42.88,34.0,10.0,1457.92,36.664,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Giorgio Armani,New Si by Giorgio Armani 3.4 oz / 100 mL EDP Perfume for Women - USA,Women,EDP,37.88,108.0,8.0,4091.0400000000004,86.964,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
Gloria Vanderbilt,VANDERBILT by Gloria 3.4 oz 3.3 edt for Women Perfume  New Box Seal,Women,EDT,12.78,10268.0,149.0,131225.03999999998,7191.433999999999,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Versace,Yellow Diamond by Gianni Versace for women EDT 3.0 oz New Tester,Women,EDT,37.63,1909.0,12.0,71835.67,1347.589,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 10%
Cologne,Savage for Men- 3.4 Oz Men's Eau De Parfum. Men's Casual Cologne 100ml,Men,Parfum,10.99,179.0,10.0,1967.21,128.597,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Chaka by Chaka Khan,Chaka by Chaka Khan Energizing 3.4 oz. EDP-Open Box,Women,EDP,29.95,19.0,6.0,569.05,22.284999999999997,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Moderate,Others
Armaf,Armaf Tres Nuit 3.4 oz/100ml Eau De Toilette for Men,Men,Eau De Toilette,28.95,1306.0,10.0,37808.7,922.8849999999999,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Top 25%
Cacharel,Anais Anais L'Original by Cacharel 3.4 oz EDT Perfume for Women New In Box,Women,EDT,29.97,2311.0,93.0,69260.67,1626.6909999999998,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Parfums de Marly,PARFUMS de MARLY DELINA for WOMEN 2.5 oz (75ml) EDP Spray NEW SEALED  BOX,Women,EDP,100.99,49.0,0.0,4948.509999999999,64.597,Luxury,Luxury,Medium Seller,Medium,United States,Low Stock,Fast,Others
PRADA,Prada Luna Rossa Black EDP Eau De Parfum 8ml Sample,Men,EDP,22.99,1.0,9.0,22.99,7.5969999999999995,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Calvin Klein,"Calvin Klein Euphoria Eau de Parfum, 1.6 Oz new open box Scuffed",Women,Parfum,22.99,347.0,10.0,7977.53,249.79699999999997,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Parfums de Marly,Delina by Parfums de Marly 2.5 oz EDP Perfume for Women New in Box!,Women,EDP,89.99,7.0,6.0,629.93,31.896999999999995,Luxury,Luxury,Low Seller,Medium,United States,Medium Stock,Slow,Others
Miraclelayer,Miraclelayer CETALOX  EDP 50ml (a real perfume),Women,EDP,27.0,61.0,10.0,1647.0,50.8,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Fast,Others
Xerjoff,Xerjoff Casamorati Bouquet Ideale Eau de Parfum 3.4 Oz Spray Regular Size No Box,Women,Parfum,99.0,11.0,0.0,1089.0,37.4,Luxury,Luxury,Low Seller,Low,United States,Low Stock,Fast,Others
Paco Rabanne,Invictus Victory Paco Rabanne Made Stronger With Pheromones For Sexual Allure!,Men,Unknown,17.98,50.0,10.0,899.0,40.394,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Moderate,Others
Burberry,Burberry Her 3.3 oz EDT eau de toilette Spray Womens Perfume 100 ml New In Box,Women,EDT,49.99,22.0,10.0,1099.78,30.397,Mid-Range,Premium,Medium Seller,High,Taiwan,Medium Stock,Slow,Others
Dolce & Gabbana,10 Dolce & Gabbana Light Blue Women .02 oz EDT Spray Boxed Mini/Travel  Vial NEW,Women,EDT,20.0,26.0,0.0,520.0,24.2,Budget,Mass Market,Medium Seller,Medium,United States,Low Stock,Fast,Others
Oscar de la Renta,SO DE LA RENTA Oscar 3.3 / 3.4 oz EDT For Women New in Box,Women,EDT,19.83,1652.0,22.0,32759.159999999996,1162.349,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
As Shown,YSL Yves Saint Laurent Y Eau de Perfume Spray Cologne For Men 3.3 oz 100ML,Men,Cologne,49.99,45.0,5.0,2249.55,46.497,Mid-Range,Premium,Medium Seller,Low,Canada,Medium Stock,Fast,Others
SECERTMU,New 2024 Sexy Cologne Cupid Hypnosis Long Lasting Pheromone Perfume for Men,Men,Cologne,6.96,102.0,10.0,709.92,73.48799999999999,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Victoria's Secret,Victoria's Secret Heavenly Perfume Spray Eau de Parfum 3.4 oz 100 ml New Sealed,Women,Parfum,34.99,110.0,9.0,3848.9,87.497,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
HUGO BOSS,Hugo by Hugo Boss 6.7 oz EDT Cologne for Men Brand New In Box,Men,EDT,50.79,7506.0,0.0,381229.74,5269.437,Mid-Range,Premium,High Seller,Low,United States,Low Stock,Fast,Top 10%
Dior,Sauvage Dior Eau De Parfum MINATURE 10ml / 0.34 oz ...,Men,Parfum,25.99,1332.0,6.0,34618.68,940.197,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Issey Miyake,Fusion D'issey Extreme by Issey Miyake men EDT intense 3.3 / 3.4  oz New In Box,Men,EDT,44.61,27.0,54.0,1204.47,32.283,Mid-Range,Premium,Medium Seller,Low,United States,High Stock,Slow,Others
Valentino,Donna Born In Roma Yellow Dream by Valentino for her EDP 3.3 / 3.4 oz New in Box,Women,EDP,55.99,131.0,10.0,7334.6900000000005,108.49699999999999,Mid-Range,Premium,High Seller,Medium,Taiwan,Medium Stock,Fast,Others
fragrance,YSL Yves Saint Laurent Y Eau de Perfume Spray Cologne For Men 3.3 oz 100ML,Men,Cologne,46.99,3.0,2.0,140.97,16.197,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
As Picture Shown,For BITTER PEACH Eau De Parfume 3.4 oz 100 ml For men women Unisex New In Box,Men,Parfum,99.99,8.0,4.0,799.92,35.596999999999994,Luxury,Luxury,Low Seller,Low,Hong Kong,Low Stock,Slow,Others
Gap,GAP DREAM BODY MIST 8FL OZ/236 mL FREE SHIPPING NEW,Women,Unknown,19.0,35.0,10.0,665.0,30.2,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Creed,"Aventus Cologne by Creed, 3.3 oz Millesime EDP Spray for Men",Men,EDP,212.89,53.0,10.0,11283.17,100.96699999999998,Luxury,Luxury,Medium Seller,Medium,United States,Medium Stock,Moderate,Top 25%
Dolce&Gabbana,Dolce & Gabbana Light Blue for Women 3.3 oz / 3.4 oz Refreshing EDT New,Women,EDT,32.49,88.0,6.0,2859.1200000000003,71.347,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Fast,Others
As Show,3.3 oz 100 ml Flora Gorgeous Gardena Eau De Parfum EDP For Women New In Box,Women,EDP,49.99,46.0,4.0,2299.54,47.196999999999996,Mid-Range,Premium,Medium Seller,Medium,Hong Kong,Low Stock,Fast,Others
Philosophy,Philosophy Amazing Grace Lavender Eau de Toilette EDT Spray 4oz 120ml NOT SEALED,Women,EDT,32.99,9.0,4.0,296.91,16.197,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
Jimmy Choo,Jimmy Choo Mini Set Gift Set Fragrances 3386460140898,Women,Unknown,45.11,15.0,3.0,676.65,24.033,Mid-Range,Premium,Low Seller,Medium,United States,Low Stock,Moderate,Others
Givenchy,Ysatis By Givenchy Eau de Toilette for Women 3.3 oz / 100 ml *NEW IN SEALED BOX*,Women,Eau De Toilette,49.99,43.0,10.0,2149.57,45.096999999999994,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Paris Hilton,PARIS HILTON 3.4 / 3.3 oz edp Perfume for Women New in Box,Women,EDP,24.39,5558.0,123.0,135559.62,3897.917,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Gucci,"Gucci Guilty for Him - Classic 3oz Eau de Toilette Spray, Brand New",Men,Eau De Toilette,49.99,68.0,8.0,3399.32,62.596999999999994,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Cologne,NEW BLEU PARFUM de Blue for Men 3.4oz / 100ml EAU DE Cologne Spray IN BOX,Men,Parfum,88.0,5.0,5.0,440.0,29.9,Luxury,Luxury,Low Seller,Medium,United States,Medium Stock,Slow,Others
Armaf,Le Parfait Pour Homme by Armaf Cologne For Men EDP 3.3 / 3.4 oz New in Box,Men,EDP,19.41,501.0,86.0,9724.41,356.52299999999997,Budget,Mass Market,High Seller,High,United States,High Stock,Fast,Top 25%
Unbranded,"Cupid Hypnosis Cologne For Men Cupid Fragrances for Men, Cupid Cologne for Men--",Men,Cologne,15.99,62.0,10.0,991.38,48.196999999999996,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Fast,Others
fragance one,Office For Men Fragrance One By Jeremy Fragrance 100ml - 3.3oz 3.4oz NEW $250,Men,Unknown,179.99,5.0,5.0,899.95,57.497,Luxury,Luxury,Low Seller,Low,United States,Medium Stock,Slow,Others
CHANEL,BLEU de CHANEL Paris Parfum Pour Homme 100ml 3.4oz New Sealed AS IS,Men,Parfum,112.49,15.0,5.0,1687.35,44.247,Luxury,Luxury,Low Seller,Medium,United States,Medium Stock,Moderate,Others
Unbranded,"Cupid II Charm Toilette for Men,Pheromone-Infused Perfume Cologne Fragrances NEW",Men,Cologne,15.99,81.0,10.0,1295.19,61.49699999999999,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Fast,Others
Ralph Lauren,Polo Cologne Intense by Ralph Lauren for men EDC 4.0 oz New in Box,Men,Cologne,41.44,145.0,84.0,6008.799999999999,113.932,Mid-Range,Premium,High Seller,High,United States,High Stock,Slow,Others
Lancôme,Lancome La Vie Est Belle EDP - Irresistible Gourmand 3.4oz Sealed,Women,EDP,49.99,10.0,6.0,499.90000000000003,21.997,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Kilian,Angels' Share By Kilian 1.7 oz Eau de Parfum Spray Refillable 50ML NEW WITH BOX,Women,Parfum,64.88,42.0,5.0,2724.96,48.864,Mid-Range,Premium,Medium Seller,Medium,Hong Kong,Medium Stock,Fast,Others
Carolina Herrera,"Bad Boy Cobalt by Carolina Herrera, 3.4 oz EDP Spray for Men",Men,EDP,88.65,40.0,10.0,3546.0,54.595,Luxury,Luxury,Medium Seller,High,United States,Medium Stock,Moderate,Others
Khadlaj,Khadlaj Hareem Al Sultan Gold Concentrated Oil Perfume 35 ml Women Spray,Women,Unknown,25.99,49.0,10.0,1273.51,42.096999999999994,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Giorgio Armani,Giorgio Armani My Way for Women 3 fl.oz Eau de Parfum Spray,Women,Parfum,49.0,13.0,7.0,637.0,23.799999999999997,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Al Haramain,L'aventure Intense by Al Haramain for men EDP 3.4 oz New in Box,Men,EDP,31.98,12.0,10.0,383.76,17.994,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Calvin Klein,Ck One by Calvin Klein Cologne Perfume Unisex 3.4 oz New In Box US STOCK,Men,Cologne,21.27,30.0,10.0,638.1,27.381,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Moderate,Others
Paco Rabanne,Paco Rabanne Pour Homme  men 1 oz EDT U/B,Men,EDT,18.99,38.0,10.0,721.6199999999999,32.297,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Moderate,Others
Britney Spears,Believe by Britney Spears 3.3 / 3.4 oz EDP Perfume for Women NEW IN BOX,Women,EDP,22.36,177.0,46.0,3957.72,130.608,Budget,Mass Market,High Seller,Low,United States,High Stock,Moderate,Others
Bvlgari,Bvlgari Man In Black Eau De Parfum 0.5 oz/15 Ml Spray New In Box,Men,Parfum,29.99,25.0,10.0,749.75,26.497,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
As Show,YSL Yves Saint Laurent Y Eau de Toilette 3.3OZ EDT Cologne Spray For Mens New,Men,EDT,47.99,16.0,6.0,767.84,25.597,Mid-Range,Premium,Low Seller,Medium,Hong Kong,Medium Stock,Moderate,Others
Mercedes-Benz,Mercedes-Benz Men's Mercedes-Benz Club Black EDT 3.4 oz Fragrances 3595471041197,Men,EDT,49.81,15.0,3.0,747.1500000000001,25.442999999999998,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Moderate,Others
Yves Saint Laurent,Black Opium Yves Saint Laurent 3.0 oz Eau De Parfum Perfume New Factory Sealed,Women,Parfum,40.0,602.0,4.0,24080.0,433.4,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 25%
Unbranded,SEALED NEW CUPID HYPNOSIS MEN’S PHEROMONE COLOGNE 1.7 OZ | MEET MORE HOT WOMEN,Men,Cologne,16.99,84.0,10.0,1427.1599999999999,63.897,Budget,Mass Market,Medium Seller,High,China,Medium Stock,Fast,Others
Montblanc,Montblanc - Signature Eau De Parfum Spray  50ml/1.7oz,Women,Parfum,31.01,6.0,3.0,186.06,13.503,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
Paris Hilton,Paris Hilton Perfume 3.4 oz 100ml Eau De Parfum Spray For Women New in Box,Women,Parfum,24.5,20.0,10.0,490.0,21.35,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Slow,Others
Dolce&Gabbana,Light Blue by Dolce & Gabbana 3.3 / 3.4 oz EDT Perfume for Women New In Box,Women,EDT,29.65,821.0,6.0,24342.649999999998,583.5949999999999,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Top 25%
Viktor & Rolf,Viktor Rolf Flowerbomb 3.4 oz L'Eau De Parfum Spray New Factory Sealed in Box,Women,Parfum,42.0,406.0,4.0,17052.0,296.8,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 25%
As Show,Versace Pour Homme Signature 3.4 oz EDT Cologne for Men New In Box,Men,EDT,29.99,92.0,10.0,2759.08,73.39699999999999,Budget,Mass Market,Medium Seller,Medium,Hong Kong,Medium Stock,Fast,Others
Burberry,Burberry Touch Men EDT 3.4 oz Cologne New in Box,Men,EDT,32.99,59.0,6.0,1946.41,51.196999999999996,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Fast,Others
Burberry,Her by Burberry Elixir De Parfum 0.33oz/10ml Spray New With Box,Women,Parfum,27.99,21.0,10.0,587.79,23.096999999999998,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Slow,Others
Viktor & Rolf,SpiceBomb Extreme Made Stronger With Pheromones For Super Hot Sexual Attraction!,Men,Unknown,17.98,66.0,10.0,1186.68,51.593999999999994,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Michel Germain,Sexual pour homme by Michel Germain cologne EDT 4.2 oz New in Box,Men,EDT,41.19,258.0,21.0,10627.019999999999,192.957,Mid-Range,Premium,High Seller,Low,United States,High Stock,Fast,Top 25%
Bvlgari,Bvlgari Rose Goldea  by Bvlgari EDP 3 fl oz / 90 ml *NEW*,Men,EDP,64.99,15.0,10.0,974.8499999999999,29.996999999999996,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Paco Rabanne,Paco Rabanne PHANTOM 100ml / 3.4 oz EDP INTENSE Sealed Authentic Fast Finescents,Men,EDP,108.0,10.0,0.0,1080.0,39.4,Luxury,Luxury,Low Seller,High,United States,Low Stock,Fast,Others
AS SHOWN,Perfume EDP for Women 3.4 oz / 100 ml Brand NEW,Women,EDP,22.99,11.0,10.0,252.89,14.596999999999998,Budget,Mass Market,Low Seller,Medium,China,Medium Stock,Slow,Others
The Baron,The Baron For Gentleman Cologne Natural Atomizer 4.5 FL OZ NEW,Men,Cologne,34.99,1.0,3.0,34.99,11.197,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
Versace,Mini Versace Dylan Blue Pour Femme 0.17 oz EDP Perfume for Women New In Box,Women,EDP,9.39,336.0,10.0,3155.04,238.017,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Givenchy,L'Interdit Intense Rouge by Givenchy perfume for women EDP 2.7 oz New Tester,Women,EDP,63.25,116.0,86.0,7337.0,100.17499999999998,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Slow,Others
Jo Malone,Jo Malone Wood Sage & Sea Salt 1 fl oz No Box Eau de Cologne Spray Regular Size,Women,Cologne,34.99,12.0,3.0,419.88,18.897,Mid-Range,Premium,Low Seller,High,United States,Low Stock,Moderate,Others
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Women,EDP,44.98,23.0,10.0,1034.54,29.593999999999994,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Multiple Brands,Men's cologne Perfume Sampler fragrance designer Travel-Size 10PCS sampler set,Women,Cologne,9.99,4.0,6.0,39.96,5.797,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
